CheeseId,CheeseNameEn,CheeseNameFr,ManufacturerNameEn,ManufacturerNameFr,ManufacturerProvCode,ManufacturingTypeEn,ManufacturingTypeFr,WebSiteEn,WebSiteFr,FatContentPercent,MoisturePercent,ParticularitiesEn,ParticularitiesFr,FlavourEn,FlavourFr,CharacteristicsEn,CharacteristicsFr,RipeningEn,RipeningFr,Organic,CategoryTypeEn,CategoryTypeFr,MilkTypeEn,MilkTypeFr,MilkTreatmentTypeEn,MilkTreatmentTypeFr,RindTypeEn,RindTypeFr,LastUpdateDate
1507,,Saint-Paulin Fritz,,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,24,50,,,"Mild, Lacitc",Douce et lactée,"Pressed, uncooked, interior-ripened cheese","Pâte pressée non cuite, affinée dans la masse",Less than 1 Month,moins de 1 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,,,2016-02-03
1508,,Vacherin Fritz Kaiser,,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,24,44,,,"Sharp, lactic and fruity, slightly woodsy","Marquée, lactée, fruitée et légèrement boisée","Pressed, surface and interior-ripened cheese, washed rind","Pâte à croûte lavée, pressée, affinée en surface et dans la masse",2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1509,Zurigo,Zurigo,,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,12,47,Made from partially skimmed milk,Fabriqué à partir de lait partiellement écrémé,Sharp and slightly woodsy,Marquée et légèrement boisée,"Moist, washed rind",Pâte moelleuse à croûte lavée,2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Raw Milk,Lait cru,Washed Rind,Croûte lavée,2016-02-03
1510,,Tomme du Haut-Richelieu,,Fromagerie Fritz Kaiser,QC,Artisan,Artisanale,http://www.fkaiser.com/welcome.htm,http://www.fkaiser.com/bienvenue.htm,24,48,,,Mild,Douce,"Surface ripened, washed rind",Pâte affinée en surface à croûte lavée,2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1511,,Gré des champs (Le),,Fromagerie Au Gré des Champs,QC,Artisan,Artisanale,,http://www.augredeschamps.com,35,31,Organic on-farm cheese,Fromage fermier biologique,"Lactic, lightly nutty with notes of caramel","Lactique, légèrement noisette avec des notes de caramel",,,3 Months,3 mois,1,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
1512,,D'Iberville (Le),,Fromagerie Au Gré des Champs,QC,Artisan,Artisanale,,http://www.augredeschamps.com,31,44,Organic on-farm cheese,Fromage fermier biologique,Floral with a note of mushrooms,Florale avec des notes de champignons,Light yellow color with small openings du to the type of moulding process,De vouleur jaune pâle avec des petites ouvertures mécaniques dû au type de moulage,2 Months,2 mois,1,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Raw Milk,Lait cru,Washed Rind,Croûte lavée,2016-02-03
1513,,Monnoir (Le),,Fromagerie Au Gré des Champs,QC,Artisan,Artisanale,,http://www.augredeschamps.com,35,29,Winner of the Caseus de Bronze (Bronze) at the 2010 Sélection Caseus,Gagnant du Caseus de Bronze au Sélection Caseus 2010,Sharp nutty taste,Goût de noisettes marqué,Cooked mixed rind,Pâte cuite à croûte mixte,6 Months,6 mois,1,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
1514,Pikauba,Pikauba,,Fromagerie Lehman,QC,Farmstead,Fermière,,,32,43,,,Buttery and fruity,Saveur de beurre et arômes fruités,"Orange rind, golden-yellow interior showing small holes","Croûte orangée, pâte de couleur jaune-or parsemée de petits trous",4 Months,4 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
1515,,Kénogami (Le),,Fromagerie Lehman,QC,Farmstead,Fermière,,,27,48,Grand Champion of the Canadian Cheese Grand Prix 2009,Grand Champion du Grand Prix des fromages canadiens 2009,Notes of cream and hazelnut,Notes de crème et de noisettes,"Surface ripened, washed rind","Pâte affinée en surface, croûte lavée",2 Months,2 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Thermised,Thermisé,Washed Rind,Croûte lavée,2016-02-03
1517,,Cheddar doux (Fromagerie Lemaire),,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,31,39,,,Hazelnut flavor that intensifies with age,Saveur de noisettes qui se corse en vieillissant,Creamy-colored,Couleur crème,3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1518,,Cheddar mi-fort (Fromagerie Lemaire),,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,31,39,,,Hazelnut flavor that intensifies with age,Saveur de noisettes qui se corse en vieillissant,Creamy-colored,Couleur crème,9 Months,9 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1519,,Cheddar fort (Fromagerie Lemaire),,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,31,39,,,Hazelnut flavor that intensifies with age,Saveur de noisettes qui se corse en vieillissant,Creamy-colored,Couleur crème,3 Years,3 ans,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1520,,Cheddar très fort (Fromagerie Lemaire),,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,31,39,,,Hazelnut flavour that intensifies with age,Saveur de noisettes qui se corse en vieillissant,Creamy-colored,Couleur crème,More than 5 Years,plus de 5 ans,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1521,,Voltigeur,,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,19,,,,,,Light Monterey Jack type cheese,Fromage de type Monterey Jack léger,2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1522,,Suisse (Fromagerie Lemaire),,Fromagerie Lemaire,QC,Industrial,Industrielle,,http://www.fromagerie-lemaire.ca,26,40,Winner at the 2011 Canadian Cheese Grand Prix,Gagnant à l'édition 2011 du Grand Prix des Fromages Canadiens,"Emmental-like flavor, but less pronounced. Slightly sweet almond flavor.","Saveur semblable à celle de l'emmental, mais moins prononcée. Saveur d'amandes légèrement sucrées",Firm and supple cheese showing big round eyes distributed in the mass,Pâte ferme et souple présante de gros yeux ronds répartis dans la masse.,1 Month,1 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1523,,Deo Gratias (Le),,Maison d'affinage Maurice Dufour (La),QC,Artisan,Artisanale,,http://www.fromagefin.com,27,55,Lactic curds,Caillé lactique,"Lactic, slightly acid","Lactique, légèrement acidulée",Cylindrical-shaped,Forme cylindrique,Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1524,,Secret de Maurice (Le),,Maison d'affinage Maurice Dufour (La),QC,Artisan,Artisanale,,http://www.fromagefin.com,24,55,Extremely runny interior,Pâte extrêmement coulante,Vegetable flavor,Saveur végétale,"Very white, runny and unctuous. Small rounds.","Pâte très blanche, coulante et onctueuse. En forme de petites meules rondes.",1 Month,1 mois,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1525,,Tomme D'Elles (La),,Maison d'affinage Maurice Dufour (La),QC,Artisan,Artisanale,,http://www.fromagefin.com,32,45,Made with mixed milks (ewe and cow),Fabriqué de lait mixte (brebis et vache),Floral aroma,Arômes floraux,"Brownish with white specks, washed rind",Croûte lavée brunâtre tachetée de blanc,9 Months,9 mois,0,Semi-soft Cheese,Pâte demi-ferme,Ewe and Cow,Brebis et vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1526,,Ciel de Charlevoix (Le),,Maison d'affinage Maurice Dufour (La),QC,Artisan,Artisanale,,http://www.fromagefin.com,32,44,2009 Canadian Cheese Grand Prix Category Winner,Champion de catégorie  au Grand Prix des fromages Canadiens 2009,Pronounced with notes of cream and mushrooms,Prononcée avec notes de crème et champignons,Veined cheese,Pâte persillée,2 Months,2 mois,0,Veined Cheeses,Pâte persillée,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
1527,,Migneron de Charlevoix (Le),,Maison d'affinage Maurice Dufour (La),QC,Artisan,Artisanale,,http://www.fromagefin.com,29,47,"Also available : Le Migneron affinée à la seigneuriale Grand Champion 2002, Canadian Cheese Grand Prix","Aussi disponible: Le Migneron affinée à la seigneuriale Grand Champion 2002, Grand prix des fromages canadiens","Sharp, fruity with butter and hazelnut notes",Marquée et fruitée avec des notes de beurre et de noisettes,"Surface-ripened, washed rind, slightly orange, somewhat sticky texture","Pâte affinée en surface, croûte lavée, légèrement orangée et un peu collante",2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1529,,Ricotta La Moutonnière,,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,12,70,,,Slightly sweet taste,Goût légèrement sucré,Semi-granular texture,Texture semi-granuleuse,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Ewe,Brebis,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1530,,Bleu de la Moutonnière (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,29,48,Awarded a first place medal at the 2010 American Cheese Society Judging and Competition.,A remporté une médaille de première place à l'édition 2010 de la American Cheese Society Judging and Competition.,Mild and distinctive,Douce et relevée,"Veined cheese, natural rind","Pâte persillée, croûte naturelle",2 Months,2 mois,0,Veined Cheeses,Pâte persillée,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1531,,Cabanon (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,20,58,Awarded second place at the 2012 American Cheese Society Judging and Competition,A remporté la deuxième place à l'édition 2012 de la American Cheese Society Judging and Competition,All sorts of subtle and full-bodied flavors from hazelnut to spices,"Douces à corsées, allant du goût de noisettes à celui d'épices",,,Unripened,non-affiné,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1532,,Fleur des Monts,,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,30,50,Inspired by cheeses from Pyrenes ewe's. Winner of The American Cheese Society Contest in the ewe's milk farmstead cheeses category.,S’inspire des fromages de brebis des Pyrénées. Gagnant du concours de l'American Cheese Society en 2008 dans la catégorie fromages fermiers de lait de brebis.,"Mild, almond taste",Douce et saveur d’amandes,"Creamy texture. Pressed cheese, uncooked.",Texture crémeuse. Pâte pressée non cuite.,6 Months,6 mois,0,Semi-soft Cheese,Pâte demi-ferme,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1533,,Neige de Brebis (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,20,60,"Awarded second place (silver) at the 2009 American Cheese Society Judging and Competition in Austin, TX.","A remporté la seconde place (argent) à l'édition 2009 de la American Cheese Society Judging and Competition à Austin, TX.","Mild, slightly sweet","Douce, légèrement sucrée","Creamy, soft texture",Texture onctueuse,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1534,,Bercail (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,20,50,,,Strong and flavourful,Forte et savoureuse,"Creamy, slightly aged rind, very soft, becomes increasingly firm in texture and develops amber-coloured rind as it ages","Onctueux, croûte légèrement affinée, deviens graduellement plus ferme et sa croûte devient ambrée en vieillissant.",Less than 1 Month,moins de 1 mois,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1535,,Soupçon de Bleu (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,29,48,,,Delicate aroma of blue cheese without the sharp spicy flavour,Arôme délicat du bleu sans le caractère vif et épicé de ce type de fromage,Lightly veined by natural green and blue molds,Pâte légèrement persillée,2 Months,2 mois,0,Veined Cheeses,Pâte persillée,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1536,,Foin d'odeur (Le),,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,20,58,Creamy to runny texture.,Texture crémeuse à coulante.,Mild,Douce,,,6 Months,6 mois,0,Soft Cheese,Pâte molle,Ewe,Brebis,Pasteurized,Pasteurisé,Bloomy Rind,Croûte fleurie,2016-02-03
1537,,Féta La Moutonnière,,Moutonnière (La),QC,Farmstead,Fermière,http://www.lamoutonniere.com/index_ang.html,http://www.lamoutonniere.com,22,54,"Marinated in herbs flavoured olive oil, cured in brine. Winner of the American Cheese Society in 2008 and 2012 in the Feta cheese made from ewe's milk category.","Mariné dans un huile d'olive aromatisée aux herbes, salé en saumure. Gagnant du concours de l'American Cheese Society en 2008 and 2012 dans la catégorie fromages féta de lait de brebis.","Pronounced, acidulous and salty","Prononcée, acidulée et salée","Lightly pressed, very soft and crumbly texture","Légèrement pressé, à la texture très douce et friable",Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Ewe,Brebis,Pasteurized,Pasteurisé,,,2016-02-03
1538,,Cheddar frais (La Pépite d'Or),,Fromagerie La Pépite d'Or,QC,Artisan,Artisanale,,http://www.fromageriepepitedor.com,25,42,,,"Flavors : plain, BBQ, garlic, onion, fine herbs, maple, souvlaki, 3 peppers and bacon","Saveurs : Nature, barbecue, ail, oignon, fines herbes, érable, souvlaki, 3 poivres et bacon",Cheese curds or blocks,Disponible en grains ou en bloc,Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1539,,Twist Filamenté (La Pépite d'Or),,Fromagerie La Pépite d'Or,QC,Artisan,Artisanale,,http://www.fromageriepepitedor.com,,,,,"Flavors : Plain, BBQ, garlic and fine herbs, souvlaki, armenian, fine herbs, jalapenos, marble, colored, unsalted","Saveurs : Nature, barbecue, ail et fines herbes, souvlaki, arménien, fines herbes, jalapenos, marbré, coloré, non salé",,,Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1540,,Fromage saumuré (La Pépite d'Or),,Fromagerie La Pépite d'Or,QC,Artisan,Artisanale,,http://www.fromageriepepitedor.com,,,,,,,"In form of sticks, cubes, balls or filamentous","En bâtonnets, cubes, boules ou filamentés",Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1541,,Mozzarella (La Pépite d'Or),,Fromagerie La Pépite d'Or,QC,Artisan,Artisanale,,http://www.fromageriepepitedor.com,15,52,,,,,,,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1542,,Grand Cahill (Le),,Fromagerie La Pépite d'Or,QC,Artisan,Artisanale,,http://www.fromageriepepitedor.com,25,39,,,Mild to sharp,Douce à marquée,"Creamy-colored, crumbly texture","Couleur crème, texture friable",2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
1543,,Cheddar moyen (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,,,Fruity flavor that intensifies with age,Saveur fruitée qui s'intensifie avec le temps.,Medium white cheddar (3 to 9 months),Cheddar blanc de maturation moyenne (3 à 9 mois),9 Months,9 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
1544,,Cheddar 1 an (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,,,Fruity flavor that intensifies with age,Saveur fruitée qui s'intensifie avec le temps.,,,1 Year,1 an,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
1545,,Cheddar 2 ans (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,,,Fruity flavor that intensifies with age,Saveur fruitée qui s'intensifie avec le temps.,,,2 Years,2 ans,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
1546,,Doyen (Le),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,Winner at the 2011 Canadian Cheese Grand Prix,Gagnant à l'édition 2011 du Grand Prix des Fromages Canadiens,,,,,4 Years,4 ans,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
1547,,Réserve spéciale 115e,,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,Raw milk cheddar,Cheddar de lait cru,,,,,18 Months,18 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,No Rind,Sans croûte,2016-02-03
1548,,Suisse léger (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,18,41,Made with skimmed milk,Fabriqué à partir de lait écrémé,,,,,2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1549,,Suisse (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,27,40,,,Mild hazelnutty flavor,Douce saveur de noisettes,"Swiss type cheese, interior ripened","Fromage de type Suisse, affiné dans la masse",2 Months,2 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1550,,Cheddar au Porto (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,39,Ripenend in 10 year old Porto,Affiné dans un Porto de 10 ans.,"Sharp to pronounced, winey flavour","Marquée à prononcée, vineuse","Pressed and cooked cheese, interior-ripened","Pâte pressée, cuite, affinée dans la masse",9 Months,9 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,No Rind,Sans croûte,2016-02-03
1551,,Suisse au lait cru (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,27,40,Lactose free. Public's prize in 2004 at Warwick's cheese festival,"Sans lactose. Mis en marché depuis juin 2004, Le Suisse Perron a reçu la faveur du public lors du Festival des Fromages de Warwick en 2004.",Mild hazelnut flavor,Douce saveur de noisettes,Mild hazelnut aroma,Douce odeur de noisette,3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,No Rind,Sans croûte,2016-02-03
1552,,Cheddar frais du jour (Fromagerie Perron),,Fromagerie Perron,QC,Artisan,Artisanale,http://www.fromagerieperron.com/eng/accueil.shtm,http://www.fromagerieperron.com,34,40,,,Very mild. Curds are aslo available BBQ seasoned,Saveur très douce. Le cheddar en grain est aussi disponible à saveur BBQ.,"Daily fresh, withe cheese curds, twist or blocks.","Frais du jour, couleur blanche, vendu en grains, en tortillons et en blocs.",Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1553,,Tomme des Demoiselles (La),,Fromagerie Pied-de-vent,QC,Artisan,Artisanale,,,38,24,,,Pronounced and fruity,Marquées et fruitées,"Pressed, storage cheese","Fromage de garde, à pâte pressée",6 Months,6 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Raw Milk,Lait cru,,,2016-02-03
1554,,Jeune-Coeur,,Fromagerie Pied-de-vent,QC,Artisan,Artisanale,,,25,50,,,"Mild to tangy, slightly salty","Douce à piquante, légèrement salée","White and velvety bloomy rind, smooth and creamy  texture","Coûte blanche fleurie et veloutée, texture de la pâte allant d'onctueuse à coulante",3 Months,3 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Raw Milk,Lait cru,Bloomy Rind,Croûte fleurie,2016-02-03
1555,,Pied-de-vent,,Fromagerie Pied-de-vent,QC,Artisan,Artisanale,,,27,50,,,"Sharp, hazelnut flavour and slightly salty","Marquée, noisetée et légèrement salée",,,2 Months,2 mois,0,Soft Cheese,Pâte molle,Cow,Vache,Raw Milk,Lait cru,Washed Rind,Croûte lavée,2016-02-03
1556,,Curé Labelle,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,28,45,,,Slightly nutty,Légère saveur de noix,Reblochon type cheese,Fromage de type reblochon,,,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1557,,Fée des bois,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,24,48,Washed rind with El Lapineau beer from du Lièvre microbrewery in Mont-Laurier,Croûte lavée à la bière El Lapineau de la microbrasserie du Lièvre à Mont-Laurier,Fresh cream taste,Goût de crème fraîche,Raclette type cheese,Fromage de type raclette,,,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1558,,Barre du jour,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,24,48,"Washed rind with beer, with a layer of Espelette's pepper in its centre","Lavé à la bière, couche de piment d'Espelette en son centre",Spicy,Épicé,Raclette type cheese,Fromage de type raclette,,,0,Semi-soft Cheese,Pâte demi-ferme,Goat,Chèvre,Pasteurized,Pasteurisé,Washed Rind,Croûte lavée,2016-02-03
1559,,Chevrier,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,34,57,,,,,Spreadable cheese,Fromage à tartiner,,,0,Fresh Cheese,Pâte fraîche,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1560,,Tortillard,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,35,35,Handmade one by one,Fabriqués à la main un par un,,,Twisted cheddar type cheese,Fromage torsadé de type cheddar,Unripened,non-affiné,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1561,,Cheddar nature (le P'tit Train du Nord),,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,31,41,Can be garlic or dill seasoned,Peut être aromatisé à l'ail et à l'aneth,Nutty taste,Saveur de noisettes,Slightly crumbly texture,Texture légèrement friable,,,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1562,,Cheddar aromatisé au Porto (le P'tit Train du Nord),,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,31,41,Flavored with Porto,Parfumé au Porto,Nutty taste with a hint of Porto,Saveur de noisettes avec note de Porto,,,1 Year,1 an,0,Firm Cheese,Pâte ferme,Cow,Vache,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1564,Wabassee,Wabassee,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,25,40,"Rind washed with a brine of the beer ""La Brune au miel"" from the microbrewery du Lièvre.  Raclette-type cheese","Croûte lavée avec la saumure de la bière ""La Brune au miel"" de la micro-brasserie du Lièvre.  Fromage de type Raclette",Distinct taste of nuts with creamy and buttery notes,Goût franc de noix avec des notes de crème et de beurre,"Pressed and cooked cheese, surface ripened, washed rind","Pâte pressée, cuite, affinée en surface, à croûte lavée",2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
1565,Windigo,Windigo,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,29,40,Rind washed with mead,Croûte lavée à l'hydromel,Slightly fruity flavours with sweeter notes provided by the mead,Saveur légèrement fruitée avec des notes légèrement sucrées provenant de l'hydromel,"Pressed, cooked, washed-rind cheese","Pâte pressée, cuite, à croûte lavée",3 Months,3 mois,0,Firm Cheese,Pâte ferme,Cow,Vache,Thermised,Thermisé,,,2016-02-03
1566,,Duo du Paradis,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,27,45,Made from 50% cow's milk and 50% ewe's milk,Fabriqué à partir de 50 % de lait de vache et de 50 % de lait de brebis,,,Creamy,Pâte crémeuse,2 Months,2 mois,0,Semi-soft Cheese,Pâte demi-ferme,Ewe and Cow,Brebis et vache,Thermised,Thermisé,,,2016-02-03
1567,,Petit Soleil,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,17,55,"Also available : garlic and dill, herbes de Provence and lemon-pepper",Disponible: Poivron rouge grillé ou canneberges au porto,Mild,Douce,Creamy and crumbly,Pâte crémeuse et friable,Unripened,non-affiné,0,Fresh Cheese,Pâte fraîche,Ewe,Brebis,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
1568,,Boules de Chèvre,,Fromagerie Le P'tit Train du Nord,QC,Artisan,Artisanale,,http://www.fromagerieptittraindunord.com,17,55,"Flavor available: Garlic and Chives, Lemon-pepper, Sundried Tomatoes/Basil and Herbes de Provence","Saveurs disponibles : ail et ciboulette, poivre de citron, tomates séchées et basilic et herbes de Provence",,,Fresh cheese marinated in sunflower oil,Fromage frais mariné dans l'huile de tournesol,,,0,Soft Cheese,Pâte molle,Goat,Chèvre,Pasteurized,Pasteurisé,No Rind,Sans croûte,2016-02-03
